job_title,company,job_location,job_summary,job_salary,post_date,today,job_url
Senior Business Intelligence Performance Analyst,TELUS,"Vancouver, BC","Applying your creativity to solve data reporting and visualization problems.
Known as a continuous learner with a passion for technology and data.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=a21bb2b2d3595916&fccid=ed81336789a877c2&vjs=3
Business Systems Analyst,District of North Vancouver,"North Vancouver, BC","An expert understanding of relational data structures.
Experience using SSIS, FME, or similar, for data transformation and migration.",$44.78–$52.91 an hour,Posted30 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=cf43391d46f16303&fccid=3ef32d310a420c34&vjs=3
Business Analyst II,ZE Power Group,"Richmond, BC","Monitor data and health of ZEMA systems ensuring critical business processes execute smoothly.
ZE PowerGroup Inc. (ZE) is a global leader in developing…",,Posted23 days ago,2022-07-01,https://ca.indeed.com/company/ZE-UK-Ltd./jobs/Business-Analyst-167bd0ce97879bb8?fccid=51878304791ac00a&vjs=3
Experienced Business Analyst,Six Factor Professional Services Ltd,"North Vancouver, BC",You have a strong sense of curiosity to challenge the status quo as you engage with clients to understand how data-driven changes will affect our product…,,EmployerActive 2 days ago,2022-07-01,https://ca.indeed.com/company/Six-Factor-Professional-Services/jobs/Experienced-Business-Analyst-229218270eaed85e?fccid=1a7c666e32f95401&vjs=3
Digital Business Analyst,Saje Natural Wellness,"Vancouver, BC",Gather and prioritize both business and technical requirements from stakeholders within a roadmap project and work with each to understand the value and impact…,,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=a8f2115e2f5c4ac7&fccid=19d909ae878f9a70&vjs=3
"Senior Business Analyst, Informatics/Business Intelligence,...",PHSA,"Vancouver, BC",The position will have a deep understanding of Health Authorities’ workflows and programs and will support operational and clinical program leaders in the…,,Posted2 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=8a9e130142ba1585&fccid=f66f721a44de3765&vjs=3
Valuation Analyst,Colliers International,"Vancouver, BC","You enjoy analyzing data, gathering market research, and following a project from start to finish.
As a Valuations Analyst, you’ll apply your superior…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=b2f635cc88e7b6e6&fccid=1a9a1146f8fe1ec1&vjs=3
Supply Chain Business Analyst,Portable Electric,"Vancouver, BC","Develop metrics that provide data for process measurement and foster a data driven culture using BI tools.
Facilitate system implementation and data migration…",,Posted6 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=ef07193d094e7803&fccid=5251f33454c24c11&vjs=3
Credit Risk Analyst II,HSBC,"Vancouver, BC","Experience in data management, data processing and data analysis.
Advanced proficiency in the use of SAS as well as excellent data presentation skills.",,Posted28 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=8c20afa3506a1c0d&fccid=04c9b139c84ea1b5&vjs=3
Accounts Receivable Analyst,WestCorp Solutions,"Vancouver, BC","Investigate claims of incorrect invoicing data relating to Downstream customers.
Resolve invoicing data errors, dispatching work to the appropriate support…",,Posted14 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=0168fe6aafd9d0e8&fccid=6aae2c1ce6f2643d&vjs=3
database analyst,KAN Security Inc.,"Surrey, BC","Research and document data requirements, data collection and administration policy, and data access rules.
Operate database management systems to analyze data.",$38 an hour,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=f2fea6348da1d97c&fccid=083cc5fd66fca8b6&vjs=3
Enterprise Analytics Analyst,Stantec,"Vancouver, BC","6-8 years of data analytics/data visualization experience.
Solid understanding of data and database technologies (data analysis, data preparation, ETL, etc.)…",,Posted18 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=14589ccdf6343d39&fccid=f1582c464db8553b&vjs=3
Business Analyst,SNC-Lavalin,"Vancouver, BC","Well versed in best practices for information management, assurance and security including data standards, reporting and analytics.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=fcebdf2562eb5230&fccid=59b04a51f1164f7e&vjs=3
Business Analyst,Canstar Fire and Flood,"Coquitlam, BC","Intermediate proficiency with MS Office applications, data analysis tools, and ERP systems.
Experience with DW development, data analysis and report writing …",,Posted15 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=14afaabe4aa1d8c2&fccid=804970d9771d56c9&vjs=3
"Sr. Analyst, Marketing Analytics",Electronic Arts,"Vancouver, BC","We are looking for someone who can take our analytics to a new level by digging into diverse data sets relating to our marketing campaigns, applying leading…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=5144c1cd28a5d010&fccid=617d7f961cfcf54a&vjs=3
"Business Intelligence Engineer, Fulfillment Availability Ana...",Amazon Dev Centre Canada ULC,"Vancouver, BC+10 locations",Expert in writing and tuning SQL scripts Expert in Causal Analysis Experience working in very large data warehouse environments Experience in a data engineer or…,,Posted14 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=feb25be3107e73cc&fccid=fe2d21eef233e94a&vjs=3
SAP Success Factors Business Analyst,The City of Vancouver,"Remote in Vancouver, BC","Has access to highly sensitive and business critical data from all City departments (e.g. employee and payroll records).
Employment Type: Temporary Full Time.",,Posted14 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=edf67f8d187514c1&fccid=3d91f889655d303e&vjs=3
Compliance Analyst,GeoComply,"Vancouver, BC","Analytical and detail-oriented, with a passionate for data analysis.
As the Compliance Analyst you will be the trusted source of assessing compliance risks…",,Posted3 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=51300651441994a4&fccid=894f7f8c2128ec00&vjs=3
Business Operations Analyst II,"Amazon Web Services Canada, In","Vancouver, BC","Ensuring accuracy of data and data analysis is of utmost importance.
Identify, design and develop data source discovery efforts across databases and identify…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=a2c03d34f5aca1ab&fccid=5cc0cdc6dbb121cc&vjs=3
"Senior Analyst, Primary Health Care",First Nations Health Authority,"Metro Vancouver Regional District, BC","Writes scripts using SQL, R, Python, and other tools to automate data cleansing and analysis from diverse data sources, including SQL data warehouse, text data…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/company/First-Nations-Health-Authority/jobs/Senior-Analyst-fb5d059da0a7fc46?fccid=1897f041fff8f056&vjs=3
Business Intelligence Developer,Graymont,"Hybrid remote in Richmond, BC",This includes diving deep into business data to identify data sources and to provide new data-driven insights to challenging business problems.,,Posted2 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=8cec29938af261c6&fccid=809c5d973b59d132&vjs=3
Senior Economics Analyst,Steer Group,"Vancouver, BC","Excellent technical skills related to data analytics or technical analysis in the transportation sector;
Leading and undertaking econometrics and technical…",,EmployerActive 15 days ago,2022-07-01,https://ca.indeed.com/company/Steer-Group/jobs/Senior-Economic-Analyst-987c6929351e590a?fccid=4937274592f734f4&vjs=3
Inventory Analyst,WestCorp Solutions,"Vancouver, BC",Create the monthly report of crude and refined inventory valuation based on First-in First-out (FIFO) methodology and for the quarterly net realizable value …,,Posted14 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=bfefa4834c91fbb6&fccid=6aae2c1ce6f2643d&vjs=3
"Business Analyst, Accounts Receivable",Fraser Health,"New Westminster, BC","Demonstrated skills in data research, gathering, modeling, and business and systems analysis.
We currently have an exciting Full Time Business Analyst…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=bfa9a4912a25bf34&fccid=7b6e906d0289e400&vjs=3
Business Analyst,O2E Brands,"Hybrid remote in Vancouver, BC","Comfortable working with large sets of data.
Proficiency with data-query languages (SQL/SOQL) is a plus.
Partner with internal functional departments as well as…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=b600e2ae4746f5f9&fccid=47b2425a6076f68f&vjs=3
SYSTEMS ANALYST,AdamSea Inc.,"Vancouver, BC","3 years to less than 5 years.
Confer with clients to identify and document requirements.
Conduct business and technical studies.",$38.34 an hour,Posted16 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=3b434fd0820662e5&fccid=cbf0818f2dfce14c&vjs=3
IT Business Analyst,Green PI Inc on behalf of City of Burnaby,"Remote in Burnaby, BC","Works with other business analysts on the project to identify critical interdependencies.
Experience as a digital strategist, of implementing data-driven…",,Posted1 day ago,2022-07-01,https://ca.indeed.com/company/Green-PI-Inc/jobs/IT-Business-Analyst-d21319b27985f697?fccid=54eaa060feecd7f7&vjs=3
Senior Business Analyst - Consumer Health - Reporting Transf...,TELUS,"Vancouver, BC","You are known for your analytical expertise and data driven approach.
You are proficient in connecting the dots between various data sets to drive conclusions.",Full-time,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=967088bf29f31e48&fccid=ed81336789a877c2&vjs=3
Senior Game Data Analyst,Kabam,"Vancouver, BC","Finding answers to business questions via hands-on exploration of data sets using SQL, dashboards, statistical analysis, and data visualizations.",Full-time,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=e848c70190d28922&fccid=fde47f06a6b44d5e&vjs=3
Senior HR Forecaster/Business Intelligence Analyst,Providence Health Care,"Vancouver, BC","Providing input into the development and implementation of policies and procedures for data stewardship and data governance.
2021 BC’s Top Employers.",Full-time,EmployerActive 3 days ago,2022-07-01,https://ca.indeed.com/company/Lower-Mainland-Biomedical-Engineering-(LMBME)/jobs/Senior-Human-Resource-Forecaster-Business-Intelligence-Analyst-fdc2e21427302f3e?fccid=a85d37974f583371&vjs=3
Senior Business Analyst,Axiom Builders,"Vancouver, BC","Use data and building models to help support research and hypotheses;
Research and identify strategic opportunities to add value to the business through the…",Full-time,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=e917e3dbc1e690ba&fccid=4d2685886e2b4e35&vjs=3
"Senior Business Systems Analyst, Scotia Digital(Vancouver Hu...",Scotiabank,"Remote in Vancouver, BC","Familiarity of batch integration patterns, secure file transfer protocols, data security standards.
At Scotiabank, we value the unique skills and experiences…",,Posted23 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=7a2bbb57025fb57d&fccid=3002307a9e5b4706&vjs=3
"Senior Business Analyst, Business Improvement",Ledcor,"Remote in Vancouver, BC","Establish key performance indicators, as well as methods for collecting / reporting key financial and operational data.
Do you want a career that means more?",Full-time,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=6b2e16be05fc8b54&fccid=858565e37a126a9f&vjs=3
Cova - QA Analyst,Cova Software,"Vancouver, BC","Experience writing test plans and creating test data.
3+ years of experience in a QA analyst or similar role.
After launching commercially less than 4 years ago…",Full-time,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=840aa3c44799f5ce&fccid=1ac067382dedbfb8&vjs=3
Workforce Management Analyst,Hootsuite,"Vancouver, BC","Demonstrated experience working in workforce management analyst capacity with.
Advanced knowledge in workforce methodologies and data analysis in a multichannel…",,Posted23 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=0b26d4faa9fbe3a9&fccid=cc35cdc10c90c921&vjs=3
Senior Business Analyst - TELUS Custom Security Systems,TELUS,"Vancouver, BC","To enable this mandate, our team collaborates with finance, sales and marketing stakeholders to make critical decisions on how best to measure our business and…",Full-time,Posted14 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=6e258c230741bd3a&fccid=ed81336789a877c2&vjs=3
Business Intelligence Analyst,iComply,"Vancouver, BC","Have a marketing or business degree or diploma or equivalent, with 2 years of business development and marketing experience in a professional services…",Full-time,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=a461c4fd895f1312&fccid=fcf89bf984002948&vjs=3
"Senior Data Engineer - AWS Product BI, AWS Product BI",Amazon Dev Centre Canada ULC,"Vancouver, BC+1 location","Designing and planning for solutions in the various engineering subject areas as it relates to data storage and movement solutions: data warehousing, enterprise…",Full-time,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=53284beb2cc86c5f&fccid=fe2d21eef233e94a&vjs=3
Prospect Development Analyst,"Covenant House Vancouver - Vancouver, BC","Vancouver, BC","Knowledge of latest research products and ethical data collection strategies an asset.
Participate in donor strategy sessions and recommend research strategies…",Full-time,EmployerActive 3 days ago,2022-07-01,"https://ca.indeed.com/company/Covenant-House-Vancouver---Vancouver,-BC/jobs/Prospect-Development-Analyst-1ad6687240fe0e2c?fccid=499ab6d1074d4398&vjs=3"
"Statistical Analyst - Term Until March 31, 2023",First Nations Health Authority,"Metro Vancouver Regional District, BC","Knowledge of survey data collection methodology, research, and analysis methods and approaches.
Represents FNHA as required on internal or external data…",Temporary +1,Posted16 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=58cd665adb0d11d0&fccid=1468513ebc10d6b8&vjs=3
"Senior Data Engineer - AWS Product BI, AWS Product BI",Amazon Dev Centre Canada ULC,"Vancouver, BC+1 location","Designing and planning for solutions in the various engineering subject areas as it relates to data storage and movement solutions: data warehousing, enterprise…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=53284beb2cc86c5f&fccid=fe2d21eef233e94a&vjs=3
Prospect Development Analyst,"Covenant House Vancouver - Vancouver, BC","Vancouver, BC","Knowledge of latest research products and ethical data collection strategies an asset.
Participate in donor strategy sessions and recommend research strategies…",,EmployerActive 3 days ago,2022-07-01,"https://ca.indeed.com/company/Covenant-House-Vancouver---Vancouver,-BC/jobs/Prospect-Development-Analyst-1ad6687240fe0e2c?fccid=499ab6d1074d4398&vjs=3"
"Statistical Analyst - Term Until March 31, 2023",First Nations Health Authority,"Metro Vancouver Regional District, BC","Knowledge of survey data collection methodology, research, and analysis methods and approaches.
Represents FNHA as required on internal or external data…",,Posted16 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=58cd665adb0d11d0&fccid=1468513ebc10d6b8&vjs=3
HR Systems and Reporting Analyst,Ritchie Bros.,"Hybrid remote in Burnaby, BC","You will need to analyze the data, find trends and determine what the data is really telling us.
Analytical Skills & Critical thinking: HRIS analysts work with…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=8d79e2856c562cad&fccid=143c7479acc5b806&vjs=3
Software Engineer- Data Visualization Consultant,ProCogia,"Vancouver, BC","Knowledgeable and passionate about data visualization.
Collect feedback to make continuous improvements to new and existing data visualizations.",,Posted4 days ago,2022-07-01,https://ca.indeed.com/company/ProCogia/jobs/Software-Engineer-d2188357758f46b8?fccid=b3e3dabad95297e4&vjs=3
Business Intelligence Analyst,KORE Software,"Remote in Vancouver, BC","The focus will be on problem solving for clients using data to create analytics solutions and data visualizations (SQL, Tableau, PowerBI).",,EmployerActive 24 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=b3cb3ad7043bc217&fccid=6471263aeaa89116&vjs=3
information technology (IT) business analyst,Nirvana Info Com Inc.,"Burnaby, BC","Assess physical and technical security risks to data, software and hardware.
Confer with clients to identify and document requirements.",$37 an hour,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=d6f738dffc5506ae&fccid=80f292fd838352f7&vjs=3
"Analyst, Trade Management","Sysco Canada, Inc","Remote in Vancouver, BC","Set up and run data reports.
Analyze data as required to build meaningful Business Reviews for National customers.",,Posted15 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=340c83a8a471634c&fccid=053befe8409ab9e4&vjs=3
Quality Control Analyst,STEMCELL Technologies,"Vancouver, BC","Perform data analysis, generate reports, and communicate findings across departments.
Conduct rigorous quality control testing of our media and cell separation…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=75df48ee51019692&fccid=1495fd2cb143fcaf&vjs=3
Senior Sales Operations Analyst,Xero,"Vancouver, BC","Proven record conducting data analysis and providing insights via excel or other tools (BI, SQL).
The Sales Operations Analyst will be embedded in our…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=df3e694334db88be&fccid=939f734123daf0a9&vjs=3
ServiceNow Business System Analyst (BSA),MJB Technology Solutions Ltd.,"Vancouver, BC","_Candidate must have good / fluent communications skills in English (Listening, Speaking, Reading, Writing __and Conversating)._.",$45–$65 an hour,EmployerActive 4 days ago,2022-07-01,https://ca.indeed.com/company/MJB-Technology-Solutions-Ltd./jobs/Servicenow-Business-System-Analyst-ca881d967c0c0bd7?fccid=18afab442127167f&vjs=3
business systems analyst,Cilver Solutions Inc.,"Surrey, BC","Assess physical and technical security risks to data, software and hardware.
Confer with clients to identify and document requirements.",$39 an hour,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=2c2fb62cfd090392&fccid=a18719dbaca32064&vjs=3
Senior Business Analyst (BHJOB13022_12273),Ignite Technical Resources.,"Vancouver, BC","Performs data analysis and data modeling as required.
Knowledge of data analysis and data modeling (conceptual, logical).",,Posted2 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=bcc11213f16c6ae0&fccid=e671f6b2e57dc9e3&vjs=3
Treasury Analyst,BlueShore Financial,"North Vancouver, BC","High proficiency with Excel and a high level of data literacy.
Preparation of data extracts and analyses for asset and liability management forecasting.",,Posted11 days ago,2022-07-01,https://ca.indeed.com/company/BlueShore-Financial/jobs/Treasury-Analyst-ede3ea17fc79a236?fccid=be9414fd46d6c4d2&vjs=3
"Business Analyst, Commercial Mortgage Operations",CMLS Financial,"Vancouver, BC","Business Intelligence: data gathering, analysis and research, identifying opportunities for process improvement and reporting.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=3f570b55cbe8461e&fccid=75006dd589f3e419&vjs=3
Senior Business Analyst (BHJOB13022_12273),Ignite Technical Resources.,"Vancouver, BC","Performs data analysis and data modeling as required.
Knowledge of data analysis and data modeling (conceptual, logical).",,Posted2 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=bcc11213f16c6ae0&fccid=e671f6b2e57dc9e3&vjs=3
Treasury Analyst,BlueShore Financial,"North Vancouver, BC","High proficiency with Excel and a high level of data literacy.
Preparation of data extracts and analyses for asset and liability management forecasting.",,Posted11 days ago,2022-07-01,https://ca.indeed.com/company/BlueShore-Financial/jobs/Treasury-Analyst-ede3ea17fc79a236?fccid=be9414fd46d6c4d2&vjs=3
"Business Analyst, Commercial Mortgage Operations",CMLS Financial,"Vancouver, BC","Business Intelligence: data gathering, analysis and research, identifying opportunities for process improvement and reporting.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=3f570b55cbe8461e&fccid=75006dd589f3e419&vjs=3
Lead Business Intelligence Analyst,Fresh Prep,"Remote in Vancouver, BC","Experience in data consolidation, data migration, and creating data documentation.
Identify data needs to develop high-value, actionable reporting aimed at…",,Posted28 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=b43400b4874dce0e&fccid=3fa0bcb7bae3afa2&vjs=3
"Business Analyst, Client Development",Central 1 Credit Union,"Hybrid remote in Vancouver, BC","Promoting the value and strategic features of Central 1's service offering through the delivery of ongoing communications, detailed analysis, and preparing…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=de4955f5eb9ac9b6&fccid=9579d885a2b359cc&vjs=3
Competitive Intelligence Analyst,Carbon Engineering Ltd.,"Remote in Vancouver, BC","Support data and analytic requests; source, validate and analyze data, build models, synthesize insights, and present results utilizing written reports and…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=aac81a34d890b6fe&fccid=cdb8d8e586239b40&vjs=3
"Analyst, Business Insights (Remote)",World Vision Canada,"Remote in Vancouver, BC","Minimum 4-5 years’ marketing analytics or data research experience.
S/he will proactively utilize data analysis systems to represent data for the Philanthropy…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=e7feacd5e922d7b0&fccid=4854e96460a20478&vjs=3
Senior Web Analyst,Thinkific,"Remote in Vancouver, BC","Have 5+ years of experience in a data/data analysis environment.
Have experience accessing, transforming and summarizing data from a variety of sources,…",,Posted24 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=d8482f6eb68d4298&fccid=d699314cf8d706e3&vjs=3
"Senior Market Intelligence Manager, TBS Business Intelligenc...",TELUS,"Vancouver, BC","Improve the voice of BI across the organization ensuring that BI has a say in product, systems, value chain and marketing designs.",,Posted14 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=567c138d9e4b3715&fccid=ed81336789a877c2&vjs=3
Business Intelligence Lead,ProCogia,"Vancouver, BC","Business Intelligence is an interdisciplinary approach that utilizes data collection, extraction and tranformation in combination with data modeling to provide…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/company/ProCogia/jobs/Business-Intelligence-Lead-3d832980f9704ac2?fccid=b3e3dabad95297e4&vjs=3
TFMS Planning & Reporting Analyst,BGIS,"Vancouver, BC",Generates and compiles data from multiple data sources using various business intelligence tools and information management systems.,,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=de3f8f8b33d7e5a8&fccid=84c23fbcabc14d59&vjs=3
Business Analyst and Project Support,BC Cancer Agency,"Temporarily Remote in Vancouver, BC",Participate in the formal data collection and analysis to help identify system deficiencies and/or operational inefficiencies in order to report and develop new…,,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=62715f51ad1a154a&fccid=629f985b051162c8&vjs=3
Senior Workforce Claims Forecast Analyst,Definity,"Hybrid remote in Vancouver, BC",Ensures that abnormal historical data points are identified and used to adjust historical data used as input into forecasting models and normalizing information…,,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=3886460172b535f6&fccid=236ef8b5fc73dcdc&vjs=3
Senior Business Analyst - Anaplan,QuadReal Property Group,"Vancouver, BC","This will include analyzing business requirements, procedures and data to establish processes and controls.
This will include assisting with design, development…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=c959ac628082199d&fccid=4c0dd9bbeab79d21&vjs=3
"Senior Manager, Business Intelligence (BI)",Canucks Sports & Entertainment,"Vancouver, BC","Experience with data visualization tools.
Drive a culture of data informed decision making across the organization.
Hire, lead, and develop staff.",,Posted4 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=5e47578fc0724b24&fccid=a2adf92b385a0e59&vjs=3
ICT Business Analyst,First Nations Education Steering Committee (FNESC),"Temporarily Remote in West Vancouver, BC","Strong data analysis, application troubleshooting, and writing skills;
An understanding of IS concepts, including data models (ERDs) and application…","$58,710 a year",Posted2 days ago,2022-07-01,https://ca.indeed.com/company/First-Nations-Education-Steering-Committee/jobs/Ict-Business-Analyst-5d81de19785d0a94?fccid=80936ffbbe2d18ef&vjs=3
"Manager, Business Intelligence",Nicola Wealth,"Remote in Vancouver, BC","Creating organized databases, reviewing and analyzing data from multiple internal and external sources – SQL querying and manipulating data and an understanding…",,Posted14 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=c56a5a2e8861cbb5&fccid=d8663bce5b2fe9f3&vjs=3
Senior Consultant - Information Security Analyst,EY,"Remote in Vancouver, BC","Excellent analytical skills and knowledge of data analytics methods.
As a Senior Consultant, you'll develop, deliver and lead cybersecurity and IT risk client…",,Posted25 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=7edff339da809e3f&fccid=1544766d4c2915b0&vjs=3
Prospect Development Analyst,Covenant House Vancouver,"Vancouver, BC","Knowledge of latest research products and ethical data collection strategies an asset.
Participate in donor strategy sessions and recommend research strategies…",,Posted8 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=2ef1c9877c3b2c57&fccid=ba0981c59d573af8&vjs=3
Business Intelligence Developer,BlueShore Financial,"North Vancouver, BC","Participates in corporate data governance team to maintain and update frameworks and corporate processes.
University degree in Engineering, Computer Science or…",,Posted30 days ago,2022-07-01,https://ca.indeed.com/company/BlueShore-Financial/jobs/Business-Intelligence-Developer-d030ca08184371e1?fccid=be9414fd46d6c4d2&vjs=3
Sr. Business Analyst - Contract,O2E Brands,"Hybrid remote in Vancouver, BC",Work collaboratively with other teams to document data integration requirements between the target ERP system and other platforms.,,Posted23 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=36c6f6fc444e3206&fccid=47b2425a6076f68f&vjs=3
"Business Analyst, Residential Mortgages",Intellifi Corporation,"Vancouver, BC","Liaison between department end-users, technical analysts, IT analysts, consultants and external vendors to best support change management strategy.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=a05129c72f94d454&fccid=b22dbee9f903270c&vjs=3
"Distribution & Logistics - Sr Analyst, Outbound Logistics",Aritzia,"New Westminster, BC","Successful candidates will be equally comfortable with both business process and data.
The mission of the Outbound Logistics Department is to manage the…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=cdd46955b23649c6&fccid=230bf53df7c46c1a&vjs=3
"Business Analyst, System Optimization",Fraser Health,"Surrey, BC","Ensures data is effectively gathered, mined and leveraged to support effective decision making in support of corporate strategies and provide quality assurance…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=da7986019638488c&fccid=7b6e906d0289e400&vjs=3
"Senior Business Analyst, BCX Process Management Team (SMB)",TELUS,"Vancouver, BC","Utilize data analytics tools and techniques for data mining and data reporting to stakeholders through strong story-telling.
7+ years of equivalent experience.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=46d879d5ad2629f7&fccid=ed81336789a877c2&vjs=3
"Technical Product Manager – Data, Reporting and Business Int...",Global Relay,"Hybrid remote in Vancouver, BC","Experience with reporting, analytics and big data concepts.
The Product Management team is responsible for executing product strategy, prioritizing and aligning…",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=1cea55cdb5ef473b&fccid=0d3fa1b8c4aea5ad&vjs=3
IT (INFORMATION TECHNOLOGY) BUSINESS ANALYST,West Fraser Mills Ltd,"Vancouver, BC","Assess physical and technical security risks to data, software and hardware.
Credentials (certificates, licences, memberships, courses, etc.).","$80,000–$90,000 a year",Posted9 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=3dbd25b59b81adaf&fccid=2d6618af508c37db&vjs=3
"Specialist, Business Intelligence - BC Cancer Vancouver",PHSA,"Vancouver, BC",Lead the identification of new data sources and implement data extraction routines from departmental feeder systems.,,Posted2 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=bd842a12ad8f8602&fccid=f66f721a44de3765&vjs=3
"Manager, Budget, Analysis & Business Intelligence",British Columbia Institute of Technology (BCIT),"Hybrid remote in Burnaby, BC","Manages and carries out research of best practice, trends and methods, and recommends appropriate application to reporting functions.",,Posted6 days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=dae8e5854a03de4f&fccid=a874193b682c9f05&vjs=3
Business Systems Analyst/ Azure,NR Consulting LLC,"Vancouver, BC","6-8 years of minimum BA experience in data analytics/data warehouse/data integration through agile environment.
Azure knowledge good to have.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=87ba9703a4e62ef2&fccid=3800c35bb29ac508&vjs=3
Lead Salesforce Administrator & Business Analyst,MakeWay,"Remote in Vancouver, BC",Develop and maintain tools that monitor data hygiene and integrity of data and system processes across the organization.,"$59,823–$66,065 a year",Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=631af11163014c90&fccid=f5746cbfced44b22&vjs=3
"Doctor Preference Card (DPC) Clerk/Inventory Analyst, Operat...",Fraser Health,"Delta, BC","Participates in Sterile Processing Department's Quality Assurance Program by collecting data and providing input.
Knowledge of surgical and medical terminology.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=23107775435deb3c&fccid=7b6e906d0289e400&vjs=3
Business System Analyst,Sonepar Canada,"Surrey, BC","Post-Secondary IT related diploma preferred.
Attractive compensation with benefits and “other perks” such as tuition reimbursement.",,Posted30+ days ago,2022-07-01,https://ca.indeed.com/rc/clk?jk=53d9009aee7ffa8a&fccid=e7442e64fecff50c&vjs=3
